Facility ID,Facility Criteria Exception Name,Facility Criteria Exception Reason
4009527,OvalTrackLength,should be 400
4009527,SprintStraightLength,should be between 100 and 150
4009527,StraightTrackLanes,should be between 4 and 12
4009534,OvalTrackLength,should be 400
4009534,SprintStraightLength,should be between 100 and 150
4009534,StraightTrackLanes,should be between 4 and 12
4009539,OvalTrackLength,should be 400
4009539,SprintStraightLength,should be between 100 and 150
4009539,StraightTrackLanes,should be between 4 and 12
2009550,OvalTrackLength,should be 400
2009550,SprintStraightLength,should be between 100 and 150
2009550,StraightTrackLanes,should be between 4 and 12
4009561,OvalTrackLength,should be 400
4009561,SprintStraightLength,should be between 100 and 150
4009561,StraightTrackLanes,should be between 4 and 12
4009565,OvalTrackLength,should be 400
4009565,SprintStraightLength,should be between 100 and 150
4009565,StraightTrackLanes,should be between 4 and 12
2009581,OvalTrackLength,should be 400
2009581,SprintStraightLength,should be between 100 and 150
2009581,StraightTrackLanes,should be between 4 and 12
2009592,OvalTrackLength,should be 400
2009592,SprintStraightLength,should be between 100 and 150
2009592,StraightTrackLanes,should be between 4 and 12
4009595,OvalTrackLength,should be 400
4009595,SprintStraightLength,should be between 100 and 150
4009595,StraightTrackLanes,should be between 4 and 12
4009604,OvalTrackLanes,should be between 4 and 10
4009604,OvalTrackLength,should be 400
4009604,SprintStraightLength,should be between 100 and 150
4009604,StraightTrackLanes,should be between 4 and 12
2009605,OvalTrackLength,should be 400
2009605,SprintStraightLength,should be between 100 and 150
2009605,StraightTrackLanes,should be between 4 and 12
4009618,OvalTrackLength,should be 400
4009618,SprintStraightLength,should be between 100 and 150
4009618,StraightTrackLanes,should be between 4 and 12
4009627,OvalTrackLength,should be 400
4009627,SprintStraightLength,should be between 100 and 150
4009627,StraightTrackLanes,should be between 4 and 12
4009629,OvalTrackLength,should be 400
4009629,SprintStraightLength,should be between 100 and 150
4009629,StraightTrackLanes,should be between 4 and 12
2009636,OvalTrackLength,should be 400
2009636,SprintStraightLength,should be between 100 and 150
2009636,StraightTrackLanes,should be between 4 and 12
4009639,OvalTrackLength,should be 400
4009639,SprintStraightLength,should be between 100 and 150
4009639,StraightTrackLanes,should be between 4 and 12
2009645,OvalTrackLength,should be 400
2009645,SprintStraightLength,should be between 100 and 150
2009645,StraightTrackLanes,should be between 4 and 12
2009655,OvalTrackLength,should be 400
2009655,SprintStraightLength,should be between 100 and 150
2009655,StraightTrackLanes,should be between 4 and 12
4009657,OvalTrackLength,should be 400
4009657,SprintStraightLength,should be between 100 and 150
4009657,StraightTrackLanes,should be between 4 and 12
2038212,Length,should be between 17 and 26
2038212,Width,should be between 9 and 18
2038213,Length,should be between 17 and 26
2038213,Width,should be between 9 and 18
2038214,Length,should be between 17 and 26
2038214,Width,should be between 9 and 18
2028490,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4009683,OvalTrackLength,should be 400
4009683,SprintStraightLength,should be between 100 and 150
4009683,StraightTrackLanes,should be between 4 and 12
2009684,OvalTrackLength,should be 400
2009684,SprintStraightLength,should be between 100 and 150
2009684,StraightTrackLanes,should be between 4 and 12
4039385,Length,should be between 4 and 50
4039385,Width,should be between 3 and 30
2029332,OvalTrackLength,should be 400
2029332,SprintStraightLength,should be between 100 and 150
2029332,StraightTrackLanes,should be between 4 and 12
2008700,Length,should be between 17 and 26
2008700,Width,should be between 9 and 18
4008706,Length,should be between 4 and 50
4008706,Width,should be between 3 and 30
4008707,Length,should be between 4 and 50
4008707,Width,should be between 3 and 30
4008756,Length,should be between 5 and 61
4008756,Width,should be between 5 and 31
30012489,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4026816,Length,should be between 17 and 26
4026816,Width,should be between 9 and 18
4026817,Length,should be between 17 and 26
4026817,Width,should be between 9 and 18
4148750,Length,should be between 4 and 50
4148750,Width,should be between 3 and 30
2025694,Length,should be between 17 and 26
2025694,Width,should be between 9 and 18
4118034,Length,should be between 4 and 50
4118034,Width,should be between 3 and 30
4026635,Length,should be between 4 and 50
4026635,Width,should be between 3 and 30
4110447,Length,should be between 17 and 26
4110447,Width,should be between 9 and 18
4025655,Length,should be between 17 and 26
4025655,Width,should be between 9 and 18
4025668,Length,should be between 17 and 26
4025668,Width,should be between 9 and 18
2026479,Stations,should be between 5 and 700
2026480,Length,should be between 17 and 26
2026480,Width,should be between 9 and 18
4101665,Length,should be between 4 and 50
4101665,Width,should be between 3 and 30
2038071,Length,should be between 17 and 26
2038071,Width,should be between 9 and 18
4072075,Length,should be between 4 and 50
4072075,Width,should be between 3 and 30
4071601,Length,should be between 17 and 26
4071601,Width,should be between 9 and 18
2028838,Length,should be between 17 and 26
2028838,Width,should be between 9 and 18
4073910,Length,should be between 4 and 50
4073910,Width,should be between 3 and 30
4027829,Length,should be between 4 and 50
4027829,Width,should be between 3 and 30
4027830,Length,should be between 17 and 26
4027830,Width,should be between 9 and 18
4027831,Length,should be between 17 and 26
4027831,Width,should be between 9 and 18
2028272,Length,should be between 17 and 26
2028272,Width,should be between 9 and 18
4028821,Length,should be between 17 and 26
4028821,Width,should be between 9 and 18
4028924,Length,should be between 4 and 50
4028924,Width,should be between 3 and 30
4028951,Length,should be between 4 and 50
4028951,Width,should be between 3 and 30
2029276,Length,should be between 17 and 26
2029276,Width,should be between 9 and 18
4029386,Length,should be between 4 and 50
4029386,Width,should be between 3 and 30
4077952,Length,should be between 4 and 50
4077952,Width,should be between 3 and 30
4081270,Length,should be between 4 and 50
4081270,Width,should be between 3 and 30
4029389,Length,should be between 17 and 26
4029389,Width,should be between 9 and 18
2039275,Length,should be between 17 and 26
2039275,Width,should be between 9 and 18
4039273,Length,should be between 4 and 50
4039273,Width,should be between 3 and 30
4029410,Length,should be between 800 and 9000
2029463,Stations,should be between 5 and 700
4081332,Length,should be between 4 and 50
4081332,Width,should be between 3 and 30
4029478,Length,should be between 4 and 50
4029478,Width,should be between 3 and 30
2029499,Length,should be between 17 and 26
2029499,Width,should be between 9 and 18
4029511,OvalTrackLength,should be 400
4029511,SprintStraightLength,should be between 100 and 150
4029511,StraightTrackLanes,should be between 4 and 12
2029515,Length,should be between 17 and 26
2029515,Width,should be between 9 and 18
2029565,Width,should be between 53 and 100
4029570,OvalTrackLanes,should be between 4 and 10
4029570,OvalTrackLength,should be 400
4029570,SprintStraightLength,should be between 100 and 150
4029570,StraightTrackLanes,should be between 4 and 12
4078843,Length,should be between 4 and 50
4078843,Width,should be between 3 and 30
2029660,Length,should be between 17 and 26
2029660,Width,should be between 9 and 18
4029951,Length,should be between 17 and 26
4029951,Width,should be between 9 and 18
4030096,Length,should be between 17 and 26
4030096,Width,should be between 9 and 18
4030226,Length,should be between 17 and 26
4030226,Width,should be between 9 and 18
4030227,Length,should be between 17 and 26
4030227,Width,should be between 9 and 18
4030228,Length,should be between 17 and 26
4030228,Width,should be between 9 and 18
4029676,OvalTrackLength,should be 400
4029676,SprintStraightLength,should be between 100 and 150
4029676,StraightTrackLanes,should be between 4 and 12
4030579,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4070480,Length,should be between 4 and 50
4070480,Width,should be between 3 and 30
4030693,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4031200,Length,should be between 17 and 26
4031200,Width,should be between 9 and 18
4031589,Length,should be between 17 and 26
4032484,Length,should be between 17 and 26
4032484,Width,should be between 9 and 18
4032559,Length,should be between 17 and 26
4032559,Width,should be between 9 and 18
4032986,Length,should be between 17 and 26
4032986,Width,should be between 9 and 18
4032987,Length,should be between 17 and 26
4032987,Width,should be between 9 and 18
4032988,Length,should be between 17 and 26
4032988,Width,should be between 9 and 18
4032989,Length,should be between 17 and 26
4032989,Width,should be between 9 and 18
4032793,Length,should be between 17 and 26
4032793,Width,should be between 9 and 18
4032874,Length,should be between 17 and 26
4032874,Width,should be between 9 and 18
4033111,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4033856,Length,should be between 17 and 26
4039469,Length,should be between 17 and 26
4034331,Length,should be between 17 and 26
4034331,Width,should be between 9 and 18
4034354,Length,should be between 17 and 26
4034354,Width,should be between 9 and 18
4034574,Length,should be between 17 and 26
4034574,Width,should be between 9 and 18
4034661,Length,should be between 17 and 26
4034661,Width,should be between 9 and 18
4038097,Length,should be between 4 and 50
4038097,Width,should be between 3 and 30
4039868,Length,should be between 4 and 50
4039868,Width,should be between 3 and 30
4080260,Length,should be between 4 and 50
4080260,Width,should be between 3 and 30
4147901,Length,should be between 17 and 26
4147901,Width,should be between 9 and 18
4147902,Length,should be between 17 and 26
4147902,Width,should be between 9 and 18
4147903,Length,should be between 17 and 26
4147903,Width,should be between 9 and 18
4038723,Length,should be between 4 and 50
4038723,Width,should be between 3 and 30
4038738,Length,should be between 4 and 50
4038738,Width,should be between 3 and 30
4038758,Length,should be between 4 and 50
4038758,Width,should be between 3 and 30
4038762,Length,should be between 4 and 50
4038762,Width,should be between 3 and 30
4038764,Length,should be between 4 and 50
4038764,Width,should be between 3 and 30
4038778,Length,should be between 4 and 50
4038778,Width,should be between 3 and 30
4038779,Length,should be between 4 and 50
4038779,Width,should be between 3 and 30
4038781,Length,should be between 4 and 50
4038781,Width,should be between 3 and 30
4038799,Length,should be between 4 and 50
4038799,Width,should be between 3 and 30
4038919,Length,should be between 4 and 50
4038919,Width,should be between 3 and 30
4111621,Length,should be between 17 and 26
